XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011427917	GO:0005815~microtubule organizing center
XM_011428470	GO:0030027~lamellipodium
XM_011428456	GO:0030027~lamellipodium
XM_011425648	GO:0034705~potassium channel complex
XM_011426464	GO:0043564~Ku70:Ku80 complex
EU108719	GO:0030529~intracellular ribonucleoprotein complex
XM_011426748	GO:0005852~eukaryotic translation initiation factor 3 complex
XM_011426756	GO:0005852~eukaryotic translation initiation factor 3 complex
XM_011426788	GO:1990904~ribonucleoprotein complex
XM_011427398	GO:0044451~nucleoplasm part
XM_011427406	GO:1902493~acetyltransferase complex
NM_001305345	GO:1990904~ribonucleoprotein complex
XM_011427740	GO:0030054~cell junction
XM_011427828	GO:0005581~collagen trimer
XM_011427918	GO:0005814~centriole
XM_011428222	GO:0030529~intracellular ribonucleoprotein complex
XM_011428399	GO:0019012~virion
XM_011428607	GO:0005576~extracellular region
XM_011429458	GO:0016272~prefoldin complex
XM_011429591	GO:0005794~Golgi apparatus
XM_011429592	GO:0030130~clathrin coat of trans-Golgi network vesicle
XM_011430200	GO:0005783~endoplasmic reticulum
XM_011430200	GO:0044432~endoplasmic reticulum part
XM_011430694	GO:0005740~mitochondrial envelope
XM_011430791	GO:0098800~inner mitochondrial membrane protein complex
XM_011431026	GO:0044798~nuclear transcription factor complex
XM_011431116	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011431116	GO:0030117~membrane coat
XM_011431117	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011431117	GO:0030133~transport vesicle
XM_011431286	GO:1902495~transmembrane transporter complex
XM_011431289	GO:1902495~transmembrane transporter complex
XM_011431293	GO:0034702~ion channel complex
XM_011431291	GO:0034703~cation channel complex
XM_011431290	GO:1902495~transmembrane transporter complex
XM_011431290	GO:0034702~ion channel complex
XM_011431292	GO:0034703~cation channel complex
XM_011431294	GO:1902495~transmembrane transporter complex
XM_011431294	GO:0034704~calcium channel complex
XM_011431717	GO:1990904~ribonucleoprotein complex
XM_011431784	GO:0031226~intrinsic component of plasma membrane
XM_011432077	GO:1902554~serine/threonine protein kinase complex
XM_011432075	GO:1902554~serine/threonine protein kinase complex
XM_011432079	GO:1902554~serine/threonine protein kinase complex
XM_011432079	GO:1902911~protein kinase complex
XM_011432076	GO:1902554~serine/threonine protein kinase complex
XM_011429592	GO:0012506~vesicle membrane
XM_011429592	GO:0030659~cytoplasmic vesicle membrane
XM_011429591	GO:0030662~coated vesicle membrane
XM_011431026	GO:0005667~transcription factor complex
XM_011429591	GO:0005798~Golgi-associated vesicle
XM_011429928	GO:0005576~extracellular region
XM_011430046	GO:1990904~ribonucleoprotein complex
XM_011430288	GO:0034702~ion channel complex
XM_011430288	GO:0034705~potassium channel complex
XM_011430351	GO:0031301~integral component of organelle membrane
XM_011430527	GO:0005739~mitochondrion
XM_011430711	GO:0033588~Elongator holoenzyme complex
NM_001305373	GO:0099513~polymeric cytoskeletal fiber
XM_011431114	GO:0031988~membrane-bounded vesicle
XM_011431116	GO:0030120~vesicle coat
XM_011431117	GO:0030127~COPII vesicle coat
XM_011431115	GO:0048475~coated membrane
XM_011431296	GO:0005891~voltage-gated calcium channel complex
XM_011431410	GO:0005739~mitochondrion
XM_011431666	GO:0005783~endoplasmic reticulum
XM_011431668	GO:0005789~endoplasmic reticulum membrane
XM_011431667	GO:0005783~endoplasmic reticulum
XM_011432079	GO:0005952~cAMP-dependent protein kinase complex
XM_011432074	GO:0005952~cAMP-dependent protein kinase complex
XM_011432180	GO:0030286~dynein complex
XM_011432182	GO:0005875~microtubule associated complex
XM_011432185	GO:0005875~microtubule associated complex
XM_011432511	GO:0031248~protein acetyltransferase complex
XM_011432511	GO:0005654~nucleoplasm
XM_011432781	GO:0005694~chromosome
XM_011433229	GO:0005739~mitochondrion
XM_011433811	GO:0032993~protein-DNA complex
XM_011434209	GO:0044455~mitochondrial membrane part
XM_011434435	GO:0005576~extracellular region
XM_011434667	GO:0016282~eukaryotic 43S preinitiation complex
AJ563460	GO:0005885~Arp2/3 protein complex
XM_011433184	GO:0045202~synapse
XM_011433698	GO:0031461~cullin-RING ubiquitin ligase complex
XM_011433698	GO:0005680~anaphase-promoting complex
XM_011433811	GO:0044815~DNA packaging complex
XM_011433930	GO:0005694~chromosome
XM_011433930	GO:0032993~protein-DNA complex
NM_001305363	GO:0005874~microtubule
AB196534	GO:0005874~microtubule
XM_011434583	GO:0005654~nucleoplasm
XM_011434878	GO:0045202~synapse
XM_011435166	GO:0042575~DNA polymerase complex
XM_011435212	GO:0005576~extracellular region
XM_011435233	GO:0046540~U4/U6 x U5 tri-snRNP complex
XM_011435260	GO:0098562~cytoplasmic side of membrane
XM_011435455	GO:0005740~mitochondrial envelope
XM_011435495	GO:0030008~TRAPP complex
XM_011435583	GO:0031226~intrinsic component of plasma membrane
XM_011435582	GO:0031226~intrinsic component of plasma membrane
NM_001305379	GO:0005576~extracellular region
XM_011436415	GO:1990904~ribonucleoprotein complex
XM_011436523	GO:0030991~intraciliary transport particle A
XM_011437609	GO:0031985~Golgi cisterna
XM_011437718	GO:0098589~membrane region
XM_011437718	GO:0044853~plasma membrane raft
EU152921	GO:0045121~membrane raft
EU152921	GO:0005901~caveola
XM_011438151	GO:0005739~mitochondrion
XM_011438169	GO:0034702~ion channel complex
XM_011435456	GO:0005739~mitochondrion
XM_011435574	GO:0000502~proteasome complex
XM_011436414	GO:0030529~intracellular ribonucleoprotein complex
XM_011436415	GO:0030529~intracellular ribonucleoprotein complex
XM_011436413	GO:0044423~virion part
XM_011436414	GO:0044423~virion part
XM_011436435	GO:0044429~mitochondrial part
XM_011436470	GO:1904949~ATPase complex
XM_011436470	GO:1990351~transporter complex
XR_901040	GO:0005789~endoplasmic reticulum membrane
XM_011437627	GO:0019012~virion
XM_011437717	GO:0044853~plasma membrane raft
EU152921	GO:0098590~plasma membrane region
EU152921	GO:0044431~Golgi apparatus part
XM_011437984	GO:0044451~nucleoplasm part
NM_001305334	GO:0005773~vacuole
NM_001305334	GO:0005764~lysosome
XM_011438662	GO:0005773~vacuole
XM_011438662	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011438661	GO:0005773~vacuole
XM_011438220	GO:0030529~intracellular ribonucleoprotein complex
XM_011438220	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011438662	GO:0030136~clathrin-coated vesicle
XM_011438753	GO:0031967~organelle envelope
XM_011439038	GO:0005840~ribosome
XM_011439438	GO:0030880~RNA polymerase complex
XM_011439915	GO:0008076~voltage-gated potassium channel complex
XM_011440013	GO:0030529~intracellular ribonucleoprotein complex
XM_011440116	GO:0031984~organelle subcompartment
XM_011440497	GO:0045202~synapse
XM_011440693	GO:0030119~AP-type membrane coat adaptor complex
XM_011440848	GO:0030880~RNA polymerase complex
XM_011440848	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011441256	GO:0033290~eukaryotic 48S preinitiation complex
XM_011441352	GO:0005911~cell-cell junction
XM_011441353	GO:0005921~gap junction
XM_011441490	GO:0005783~endoplasmic reticulum
XM_011442087	GO:0005811~lipid particle
XM_011442465	GO:0015629~actin cytoskeleton
XM_011442465	GO:0016459~myosin complex
XM_011442777	GO:0005794~Golgi apparatus
XM_011439038	GO:0030529~intracellular ribonucleoprotein complex
XM_011439341	GO:0005581~collagen trimer
XM_011439437	GO:0005673~transcription factor TFIIE complex
XM_011439438	GO:0005673~transcription factor TFIIE complex
XM_011439437	GO:0000428~DNA-directed RNA polymerase complex
XM_011439438	GO:0000428~DNA-directed RNA polymerase complex
XM_011439437	GO:0044798~nuclear transcription factor complex
XM_011439438	GO:0044798~nuclear transcription factor complex
XM_011439496	GO:0005783~endoplasmic reticulum
XM_011440114	GO:0044431~Golgi apparatus part
XM_011440115	GO:0048475~coated membrane
XM_011440115	GO:0030117~membrane coat
XM_011440114	GO:0030117~membrane coat
XM_011440245	GO:0031012~extracellular matrix
XM_011440678	GO:1990904~ribonucleoprotein complex
XM_011440949	GO:0015630~microtubule cytoskeleton
XM_011440948	GO:0015630~microtubule cytoskeleton
XM_011441088	GO:0044454~nuclear chromosome part
AF075693	GO:0015629~actin cytoskeleton
XM_011442245	GO:0044431~Golgi apparatus part
XM_011442246	GO:0044431~Golgi apparatus part
XM_011442617	GO:0005840~ribosome
XM_011443508	GO:0030054~cell junction
XM_011443509	GO:0005921~gap junction
XM_011443508	GO:0005921~gap junction
XM_011444074	GO:0005739~mitochondrion
NM_001305296	GO:0019867~outer membrane
XM_011444790	GO:0005929~cilium
XM_011444787	GO:0005929~cilium
XM_011445269	GO:0099512~supramolecular fiber
XM_011445281	GO:0005829~cytosol
XM_011446017	GO:0005694~chromosome
XM_011446413	GO:0005654~nucleoplasm
XM_011446434	GO:0043527~tRNA methyltransferase complex
XM_011446710	GO:0005840~ribosome
AJ563463	GO:0005840~ribosome
XM_011446791	GO:0015629~actin cytoskeleton
XM_011443582	GO:0005764~lysosome
XM_011443768	GO:0015630~microtubule cytoskeleton
XM_011443879	GO:0044429~mitochondrial part
XM_011443910	GO:0030117~membrane coat
XM_011443917	GO:0030117~membrane coat
XM_011444152	GO:0044451~nucleoplasm part
XM_011444430	GO:0005840~ribosome
XM_011444609	GO:0005741~mitochondrial outer membrane
XM_011444609	GO:0005739~mitochondrion
XM_011444790	GO:0031514~motile cilium
XM_011444789	GO:0031514~motile cilium
XM_011444835	GO:0042555~MCM complex
EU678311	GO:0044421~extracellular region part
XM_011445269	GO:0045111~intermediate filament cytoskeleton
XM_011445269	GO:0005882~intermediate filament
XM_011445341	GO:0045121~membrane raft
XM_011445535	GO:0031226~intrinsic component of plasma membrane
XM_011445625	GO:0005581~collagen trimer
XM_011445872	GO:0031967~organelle envelope
XM_011445887	GO:0031975~envelope
XM_011446017	GO:0044427~chromosomal part
XM_011446710	GO:0030529~intracellular ribonucleoprotein complex
XM_011446710	GO:0015935~small ribosomal subunit
NM_001305343	GO:0015935~small ribosomal subunit
XM_011447675	GO:0005794~Golgi apparatus
XM_011447762	GO:0031975~envelope
XM_011447837	GO:0005839~proteasome core complex
AJ561117	GO:0005840~ribosome
XM_011446811	GO:0005960~glycine cleavage complex
XM_011447677	GO:0044431~Golgi apparatus part
XM_011447677	GO:0000139~Golgi membrane
XM_011447682	GO:0016592~mediator complex
XM_011447946	GO:0090575~RNA polymerase II transcription factor complex
XM_011448136	GO:0005576~extracellular region
XM_011448449	GO:0044455~mitochondrial membrane part
XM_011448449	GO:0019867~outer membrane
XM_011448802	GO:0000439~core TFIIH complex
XM_011449325	GO:0044451~nucleoplasm part
NM_001305352	GO:0030529~intracellular ribonucleoprotein complex
JQ030888	GO:0005840~ribosome
XM_011449340	GO:0005840~ribosome
XM_011449425	GO:0005905~clathrin-coated pit
AY713400	GO:0099513~polymeric cytoskeletal fiber
XM_011450245	GO:0015630~microtubule cytoskeleton
XM_011450540	GO:0030529~intracellular ribonucleoprotein complex
XM_011450662	GO:0000835~ER ubiquitin ligase complex
XM_011448449	GO:0031967~organelle envelope
XM_011449162	GO:0000445~THO complex part of transcription export complex
XM_011449251	GO:1990904~ribonucleoprotein complex
XM_011449425	GO:0030135~coated vesicle
XM_011449426	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011449426	GO:0031988~membrane-bounded vesicle
XM_011449426	GO:0044433~cytoplasmic vesicle part
XM_011449426	GO:0030117~membrane coat
AF075688	GO:0044432~endoplasmic reticulum part
EU152941	GO:0005840~ribosome
XM_011450020	GO:0005581~collagen trimer
XM_011450245	GO:0005875~microtubule associated complex
XM_011450667	GO:0016469~proton-transporting two-sector ATPase complex
XM_011451086	GO:0005635~nuclear envelope
XM_011451242	GO:0005694~chromosome
XM_011451756	GO:0030529~intracellular ribonucleoprotein complex
XM_011452029	GO:0098590~plasma membrane region
XM_011452033	GO:0098794~postsynapse
XM_011452034	GO:0030054~cell junction
XM_011452032	GO:0098794~postsynapse
XM_011452207	GO:0005783~endoplasmic reticulum
XM_011452440	GO:0005840~ribosome
NM_001305317	GO:0005576~extracellular region
XM_011453221	GO:0005654~nucleoplasm
XM_011453427	GO:0019012~virion
XM_011453612	GO:0030529~intracellular ribonucleoprotein complex
XM_011453612	GO:0044423~virion part
XM_011453611	GO:0044423~virion part
XM_011453611	GO:1990904~ribonucleoprotein complex
NM_001305290	GO:0005740~mitochondrial envelope
XM_011451037	GO:0044421~extracellular region part
XM_011452030	GO:0030118~clathrin coat
XM_011452030	GO:0048475~coated membrane
XM_011452031	GO:0097060~synaptic membrane
XM_011452031	GO:0098590~plasma membrane region
XM_011452032	GO:0045211~postsynaptic membrane
XM_011452034	GO:0098590~plasma membrane region
XM_011452036	GO:0098590~plasma membrane region
XM_011452365	GO:0044456~synapse part
XM_011453222	GO:0031248~protein acetyltransferase complex
XM_011453389	GO:0005694~chromosome
AY551099	GO:0033176~proton-transporting V-type ATPase complex
XM_011454321	GO:0030529~intracellular ribonucleoprotein complex
XM_011454629	GO:0030532~small nuclear ribonucleoprotein complex
XM_011455605	GO:0005576~extracellular region
XM_011455670	GO:0044438~microbody part
XM_011455670	GO:0044439~peroxisomal part
XM_011455781	GO:0031012~extracellular matrix
XM_011456099	GO:0044427~chromosomal part
XM_011456868	GO:0005789~endoplasmic reticulum membrane
AB199894	GO:0044391~ribosomal subunit
AB199894	GO:0030529~intracellular ribonucleoprotein complex
XM_011457552	GO:0030529~intracellular ribonucleoprotein complex
XM_011458601	GO:0005892~acetylcholine-gated channel complex
XM_011455439	GO:0030529~intracellular ribonucleoprotein complex
XM_011455532	GO:0005739~mitochondrion
XM_011455670	GO:0005777~peroxisome
XM_011455674	GO:0005887~integral component of plasma membrane
XM_011455781	GO:0005576~extracellular region
XM_011455981	GO:0019012~virion
XM_011456006	GO:0044427~chromosomal part
XM_011456098	GO:0032993~protein-DNA complex
XM_011456100	GO:0000786~nucleosome
XM_011456099	GO:0005694~chromosome
XM_011456868	GO:0005783~endoplasmic reticulum
XM_011457064	GO:1990904~ribonucleoprotein complex
XM_011457818	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
EU152936	GO:0015935~small ribosomal subunit
AY852246	GO:0005840~ribosome
XM_011458104	GO:0017053~transcriptional repressor complex
XM_011458193	GO:0030529~intracellular ribonucleoprotein complex
XM_011458572	GO:1990904~ribonucleoprotein complex
XM_011428201	GO:0019008~molybdopterin synthase complex
XM_011428201	GO:0005829~cytosol
XM_011413926	GO:1990904~ribonucleoprotein complex
XM_011414118	GO:0005964~phosphorylase kinase complex
XM_011414116	GO:0005964~phosphorylase kinase complex
XM_011414116	GO:1902554~serine/threonine protein kinase complex
XM_011414318	GO:1990904~ribonucleoprotein complex
XM_011414346	GO:0019866~organelle inner membrane
XM_011414688	GO:0005885~Arp2/3 protein complex
XM_011415103	GO:0044432~endoplasmic reticulum part
XM_011415111	GO:0044432~endoplasmic reticulum part
XM_011415107	GO:0044432~endoplasmic reticulum part
XM_011415106	GO:0005783~endoplasmic reticulum
XM_011415312	GO:1902495~transmembrane transporter complex
XM_011415312	GO:0034705~potassium channel complex
XM_011415313	GO:0008076~voltage-gated potassium channel complex
XM_011415313	GO:0034703~cation channel complex
XM_011415314	GO:0034703~cation channel complex
XM_011415396	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415396	GO:0033176~proton-transporting V-type ATPase complex
XM_011415397	GO:0016469~proton-transporting two-sector ATPase complex
XM_011415394	GO:0016469~proton-transporting two-sector ATPase complex
XM_011417884	GO:1990904~ribonucleoprotein complex
XM_011417577	GO:0016514~SWI/SNF complex
XM_011417423	GO:0016514~SWI/SNF complex
XM_011415467	GO:0019028~viral capsid
XM_011415768	GO:1990904~ribonucleoprotein complex
XM_011415768	GO:0005840~ribosome
XM_011415868	GO:0000228~nuclear chromosome
XM_011417480	GO:0030529~intracellular ribonucleoprotein complex
XM_011415869	GO:0044454~nuclear chromosome part
XM_011415869	GO:0044427~chromosomal part
XM_011415906	GO:0044427~chromosomal part
XM_011417129	GO:0044429~mitochondrial part
XM_011415928	GO:0044432~endoplasmic reticulum part
XM_011416268	GO:0031967~organelle envelope
XM_011416389	GO:0030529~intracellular ribonucleoprotein complex
XM_011416389	GO:1990904~ribonucleoprotein complex
XM_011416540	GO:0031966~mitochondrial membrane
XM_011416560	GO:0005840~ribosome
XM_011417129	GO:0005740~mitochondrial envelope
XM_011416852	GO:0031515~tRNA (m1A) methyltransferase complex
XM_011416877	GO:0005840~ribosome
XM_011416888	GO:0031226~intrinsic component of plasma membrane
XM_011416943	GO:0042579~microbody
XM_011417129	GO:0005758~mitochondrial intermembrane space
XM_011417339	GO:0070603~SWI/SNF superfamily-type complex
XM_011417217	GO:0030529~intracellular ribonucleoprotein complex
XM_011417420	GO:0005576~extracellular region
XM_011417663	GO:0005794~Golgi apparatus
XM_011417662	GO:0000139~Golgi membrane
XM_011417662	GO:0031984~organelle subcompartment
XM_011417663	GO:0031984~organelle subcompartment
XM_011417875	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011417875	GO:0016591~DNA-directed RNA polymerase II, holoenzyme
XM_011417875	GO:0016593~Cdc73/Paf1 complex
XM_011418338	GO:0032993~protein-DNA complex
XM_011418338	GO:0005694~chromosome
XM_011418339	GO:0005694~chromosome
XM_011418339	GO:0032993~protein-DNA complex
XM_011418345	GO:0000785~chromatin
XM_011418341	GO:0044427~chromosomal part
XM_011418360	GO:0000786~nucleosome
XM_011418350	GO:0000785~chromatin
XM_011418350	GO:0000786~nucleosome
XM_011418352	GO:0032993~protein-DNA complex
XM_011418352	GO:0000786~nucleosome
XM_011418352	GO:0044427~chromosomal part
XM_011418353	GO:0005694~chromosome
XM_011418354	GO:0000786~nucleosome
XM_011418354	GO:0005694~chromosome
XM_011418359	GO:0000785~chromatin
XM_011418361	GO:0044427~chromosomal part
XM_011418361	GO:0000786~nucleosome
XM_011418361	GO:0005694~chromosome
XM_011418499	GO:0044451~nucleoplasm part
XM_011418703	GO:0032783~ELL-EAF complex
XM_011419378	GO:0044432~endoplasmic reticulum part
XM_011421869	GO:0030529~intracellular ribonucleoprotein complex
XM_011418543	GO:1990904~ribonucleoprotein complex
XM_011418758	GO:1903293~phosphatase complex
XM_011419365	GO:0005581~collagen trimer
XM_011419380	GO:0005783~endoplasmic reticulum
XM_011419379	GO:0005789~endoplasmic reticulum membrane
XM_011419378	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011419504	GO:0005911~cell-cell junction
XM_011419625	GO:1990904~ribonucleoprotein complex
XM_011419836	GO:0044427~chromosomal part
XM_011419836	GO:0000228~nuclear chromosome
XM_011420664	GO:0005654~nucleoplasm
XM_011421158	GO:0005667~transcription factor complex
XM_011421256	GO:0005911~cell-cell junction
XM_011421262	GO:0030054~cell junction
XM_011421758	GO:0000785~chromatin
XM_011422048	GO:0005743~mitochondrial inner membrane
XM_011422145	GO:0005840~ribosome
XM_011422220	GO:0031226~intrinsic component of plasma membrane
XM_011422220	GO:1902495~transmembrane transporter complex
XM_011422219	GO:1990351~transporter complex
XM_011422219	GO:0034702~ion channel complex
XM_011422219	GO:0008076~voltage-gated potassium channel complex
XM_011422227	GO:0030117~membrane coat
XM_011422814	GO:0005846~nuclear cap binding complex
XM_011424138	GO:0030529~intracellular ribonucleoprotein complex
XM_011424139	GO:1990904~ribonucleoprotein complex
XM_011424528	GO:0000151~ubiquitin ligase complex
XM_011424720	GO:0000139~Golgi membrane
XM_011424753	GO:0019013~viral nucleocapsid
XM_011424989	GO:0031984~organelle subcompartment
XM_011425161	GO:0001527~microfibril
XM_011425146	GO:0044853~plasma membrane raft
XM_011425246	GO:0005741~mitochondrial outer membrane
XM_011425246	GO:0098573~intrinsic component of mitochondrial membrane
XM_011425247	GO:0098573~intrinsic component of mitochondrial membrane
XM_011425244	GO:0031968~organelle outer membrane
XM_011425244	GO:0098573~intrinsic component of mitochondrial membrane
XM_011425245	GO:0005741~mitochondrial outer membrane
XM_011423657	GO:0032777~Piccolo NuA4 histone acetyltransferase complex
XM_011422531	GO:0016272~prefoldin complex
XM_011422539	GO:0005875~microtubule associated complex
AJ563478	GO:1990904~ribonucleoprotein complex
XM_011422670	GO:0030529~intracellular ribonucleoprotein complex
XM_011422669	GO:0030529~intracellular ribonucleoprotein complex
XM_011422669	GO:0005840~ribosome
XM_011422737	GO:0005576~extracellular region
XM_011422990	GO:0032993~protein-DNA complex
XM_011423161	GO:0005885~Arp2/3 protein complex
XM_011423421	GO:1990904~ribonucleoprotein complex
AJ563455	GO:0044391~ribosomal subunit
XM_011423421	GO:0044391~ribosomal subunit
XM_011423578	GO:0030286~dynein complex
XM_011423580	GO:0030286~dynein complex
XM_011424157	GO:0005789~endoplasmic reticulum membrane
XM_011424595	GO:0019866~organelle inner membrane
XM_011424754	GO:0019012~virion
XM_011424754	GO:0019028~viral capsid
XM_011424753	GO:0019028~viral capsid
XM_011424989	GO:0098791~Golgi subcompartment
XM_011424989	GO:0005795~Golgi stack
XM_011425161	GO:0031012~extracellular matrix
XM_011425147	GO:0005901~caveola
XM_011425149	GO:0044431~Golgi apparatus part
XM_011425149	GO:0045121~membrane raft
XM_011425148	GO:0005901~caveola
XM_011425148	GO:0000139~Golgi membrane
XM_011425149	GO:0098857~membrane microdomain
XM_011425150	GO:0005901~caveola
XM_011425152	GO:0045121~membrane raft
XM_011425202	GO:0005875~microtubule associated complex
XM_011425226	GO:0044421~extracellular region part
XM_011425246	GO:0005739~mitochondrion
XM_011425244	GO:0005739~mitochondrion
XM_011425244	GO:0031966~mitochondrial membrane
XM_011425244	GO:0032592~integral component of mitochondrial membrane
XM_011425244	GO:0031307~integral component of mitochondrial outer membrane
XM_011425247	GO:0019867~outer membrane
XM_011425244	GO:0019867~outer membrane
XM_011425247	GO:0031967~organelle envelope
XM_011425244	GO:0005740~mitochondrial envelope
XM_011425245	GO:0031967~organelle envelope
XM_011425245	GO:0005740~mitochondrial envelope
XM_011425633	GO:0034705~potassium channel complex
XM_011425612	GO:0005887~integral component of plasma membrane
XM_011425648	GO:1902495~transmembrane transporter complex
XM_011425648	GO:0034703~cation channel complex
XM_011425880	GO:0031226~intrinsic component of plasma membrane
XM_011426788	GO:0005681~spliceosomal complex
XM_011426857	GO:0005654~nucleoplasm
XM_011427398	GO:0072487~MSL complex
XM_011427406	GO:0031248~protein acetyltransferase complex
XM_011427917	GO:0044450~microtubule organizing center part
AJ544883	GO:0005576~extracellular region
XM_011428458	GO:0030027~lamellipodium
XM_011428458	GO:0031252~cell leading edge
XM_011428462	GO:0031252~cell leading edge
XM_011426529	GO:0044427~chromosomal part
XM_011426551	GO:0005576~extracellular region
XM_011426787	GO:1990904~ribonucleoprotein complex
XM_011426880	GO:0005840~ribosome
XM_011427406	GO:0000123~histone acetyltransferase complex
XM_011427418	GO:0005730~nucleolus
AB199897	GO:1990904~ribonucleoprotein complex
XM_011427679	GO:1990904~ribonucleoprotein complex
XM_011428222	GO:0005840~ribosome
XM_011429591	GO:0030118~clathrin coat
XM_011429591	GO:0030136~clathrin-coated vesicle
XM_011429592	GO:0030117~membrane coat
XM_011429592	GO:0030658~transport vesicle membrane
XM_011429592	GO:0030136~clathrin-coated vesicle
XM_011429592	GO:0005794~Golgi apparatus
XM_011430125	GO:0044441~ciliary part
XM_011430126	GO:0044441~ciliary part
XM_011430634	GO:1902560~GMP reductase complex
XM_011430635	GO:1990204~oxidoreductase complex
XM_011430694	GO:0031975~envelope
XM_011430694	GO:0031967~organelle envelope
XM_011430791	GO:0070069~cytochrome complex
NM_001305373	GO:0005874~microtubule
XM_011431114	GO:0030659~cytoplasmic vesicle membrane
XM_011431114	GO:0030134~ER to Golgi transport vesicle
XM_011431114	GO:0030117~membrane coat
XM_011431116	GO:0044433~cytoplasmic vesicle part
XM_011431116	GO:0030658~transport vesicle membrane
XM_011431117	GO:0030659~cytoplasmic vesicle membrane
XM_011431115	GO:0030658~transport vesicle membrane
XM_011431289	GO:0034703~cation channel complex
XM_011431289	GO:1990351~transporter complex
XM_011431291	GO:0034702~ion channel complex
XM_011431296	GO:0034703~cation channel complex
XM_011431292	GO:0034702~ion channel complex
XM_011431294	GO:0034702~ion channel complex
XM_011431440	GO:0005576~extracellular region
XM_011431717	GO:0030529~intracellular ribonucleoprotein complex
XM_011431781	GO:0031226~intrinsic component of plasma membrane
XM_011432076	GO:1902911~protein kinase complex
XM_011429591	GO:0030132~clathrin coat of coated pit
XM_011429591	GO:0030140~trans-Golgi network transport vesicle
XM_011429591	GO:0030133~transport vesicle
XM_011429591	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011431115	GO:0030662~coated vesicle membrane
XM_011429591	GO:0030665~clathrin-coated vesicle membrane
XM_011429622	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011429725	GO:0005875~microtubule associated complex
XM_011430125	GO:0005930~axoneme
XM_011430126	GO:0097014~ciliary plasm
XM_011430246	GO:0016282~eukaryotic 43S preinitiation complex
XM_011430351	GO:0031903~microbody membrane
XM_011430351	GO:0005778~peroxisomal membrane
XM_011430791	GO:0031975~envelope
XM_011430791	GO:0005740~mitochondrial envelope
XM_011431057	GO:0031967~organelle envelope
XM_011431117	GO:0031988~membrane-bounded vesicle
XM_011431115	GO:0031988~membrane-bounded vesicle
XM_011431116	GO:0048475~coated membrane
XM_011431295	GO:0005891~voltage-gated calcium channel complex
XM_011431570	GO:0005929~cilium
XM_011431667	GO:0005789~endoplasmic reticulum membrane
XM_011431668	GO:0044432~endoplasmic reticulum part
XM_011431782	GO:0005887~integral component of plasma membrane
XM_011432076	GO:0005952~cAMP-dependent protein kinase complex
XM_011432180	GO:0005875~microtubule associated complex
XM_011432185	GO:0015630~microtubule cytoskeleton
XM_011432509	GO:0031248~protein acetyltransferase complex
XM_011432998	GO:0015629~actin cytoskeleton
XM_011433185	GO:0045202~synapse
XM_011433511	GO:0000139~Golgi membrane
XM_011433512	GO:0000139~Golgi membrane
XM_011434209	GO:0005747~mitochondrial respiratory chain complex I
XM_011434433	GO:0030687~preribosome, large subunit precursor
XM_011433044	GO:0030131~clathrin adaptor complex
XM_011433697	GO:0000152~nuclear ubiquitin ligase complex
AJ971238	GO:0005576~extracellular region
XM_011433827	GO:0005576~extracellular region
NM_001305363	GO:0099512~supramolecular fiber
XM_011433962	GO:0099513~polymeric cytoskeletal fiber
XM_011433962	GO:0005874~microtubule
XM_011434583	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011434878	GO:0044456~synapse part
XM_011434952	GO:0019867~outer membrane
XM_011435166	GO:0005759~mitochondrial matrix
XM_011435167	GO:0044429~mitochondrial part
XM_011435166	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011435213	GO:0005604~basement membrane
XM_011435602	GO:0031967~organelle envelope
XM_011436009	GO:0031966~mitochondrial membrane
XM_011436119	GO:0005576~extracellular region
XM_011436119	GO:0005615~extracellular space
XM_011436179	GO:0005875~microtubule associated complex
XM_011436416	GO:1990904~ribonucleoprotein complex
XM_011436415	GO:0019013~viral nucleocapsid
XM_011436470	GO:0005887~integral component of plasma membrane
XM_011436470	GO:0090533~cation-transporting ATPase complex
XM_011436524	GO:0030990~intraciliary transport particle
XM_011437627	GO:1990904~ribonucleoprotein complex
XM_011437717	GO:0098589~membrane region
XM_011437719	GO:0098857~membrane microdomain
XM_011435456	GO:0005743~mitochondrial inner membrane
XM_011435602	GO:0005740~mitochondrial envelope
XM_011436009	GO:0031967~organelle envelope
XM_011436416	GO:0019012~virion
XM_011436435	GO:0005739~mitochondrion
XM_011437717	GO:0005794~Golgi apparatus
XM_011437717	GO:0098857~membrane microdomain
XM_011437983	GO:0016592~mediator complex
XM_011438169	GO:0034705~potassium channel complex
JN315144	GO:0005773~vacuole
