XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011426896	GO:0005623~cell
XM_011426964	GO:0016021~integral component of membrane
XM_011427435	GO:0016021~integral component of membrane
XM_011427524	GO:0016021~integral component of membrane
XM_011427828	GO:0005581~collagen trimer
XM_011427918	GO:0005814~centriole
XM_011427944	GO:0005634~nucleus
XM_011427943	GO:0005634~nucleus
XM_011427997	GO:0005886~plasma membrane
XM_011427999	GO:0016021~integral component of membrane
XM_011428470	GO:0030027~lamellipodium
XM_011428456	GO:0030027~lamellipodium
XM_011428948	GO:0016021~integral component of membrane
XM_011429196	GO:0016021~integral component of membrane
XM_011429237	GO:0016021~integral component of membrane
XM_011429269	GO:0005622~intracellular
XM_011429338	GO:0016021~integral component of membrane
XM_011429458	GO:0016272~prefoldin complex
XM_011429592	GO:0030130~clathrin coat of trans-Golgi network vesicle
XM_011429974	GO:0005634~nucleus
XM_011429976	GO:0005634~nucleus
XM_011429977	GO:0005634~nucleus
XM_011429995	GO:0005634~nucleus
XM_011429993	GO:0005634~nucleus
XM_011430527	GO:0005739~mitochondrion
XM_011430975	GO:0005622~intracellular
XM_011431193	GO:0005622~intracellular
XM_011430074	GO:0016021~integral component of membrane
XM_011430086	GO:0016021~integral component of membrane
XM_011430467	GO:0016021~integral component of membrane
XM_011430711	GO:0033588~Elongator holoenzyme complex
XM_011430747	GO:0016021~integral component of membrane
XM_011431117	GO:0030127~COPII vesicle coat
XM_011431258	GO:0016021~integral component of membrane
XM_011431296	GO:0005891~voltage-gated calcium channel complex
XM_011431410	GO:0005739~mitochondrion
XM_011432098	GO:0016021~integral component of membrane
XM_011432180	GO:0030286~dynein complex
XM_011431427	GO:0016021~integral component of membrane
XM_011431424	GO:0016021~integral component of membrane
XM_011431666	GO:0016021~integral component of membrane
XM_011431668	GO:0005789~endoplasmic reticulum membrane
XM_011431667	GO:0016021~integral component of membrane
XM_011431928	GO:0005634~nucleus
AM904566	GO:0005886~plasma membrane
XM_011432060	GO:0016021~integral component of membrane
XM_011432079	GO:0005952~cAMP-dependent protein kinase complex
XM_011432074	GO:0005952~cAMP-dependent protein kinase complex
XM_011432337	GO:0016021~integral component of membrane
XM_011433096	GO:0005622~intracellular
XM_011433698	GO:0005680~anaphase-promoting complex
XM_011434435	GO:0005576~extracellular region
XM_011434801	GO:0005622~intracellular
XM_011434884	GO:0005622~intracellular
XM_011435125	GO:0016021~integral component of membrane
XM_011432570	GO:0016021~integral component of membrane
XM_011432642	GO:0016021~integral component of membrane
XM_011432982	GO:0016020~membrane
AJ563460	GO:0005885~Arp2/3 protein complex
XM_011433051	GO:0016021~integral component of membrane
XM_011433184	GO:0045202~synapse
XM_011433185	GO:0005886~plasma membrane
XM_011433229	GO:0005739~mitochondrion
XM_011433364	GO:0005634~nucleus
XM_011433667	GO:0016021~integral component of membrane
XM_011433820	GO:0005634~nucleus
NM_001305363	GO:0005874~microtubule
AB196534	GO:0005874~microtubule
XM_011434117	GO:0005737~cytoplasm
XM_011434636	GO:0016021~integral component of membrane
XM_011434667	GO:0016282~eukaryotic 43S preinitiation complex
XM_011435213	GO:0016021~integral component of membrane
XM_011438151	GO:0005739~mitochondrion
XM_011435233	GO:0046540~U4/U6 x U5 tri-snRNP complex
XR_900816	GO:0016021~integral component of membrane
XM_011435455	GO:0016021~integral component of membrane
XM_011435495	GO:0030008~TRAPP complex
XM_011435574	GO:0000502~proteasome complex
XM_011435890	GO:0016021~integral component of membrane
XM_011436192	GO:0005634~nucleus
XM_011436291	GO:0016021~integral component of membrane
XM_011436414	GO:0030529~intracellular ribonucleoprotein complex
XM_011436415	GO:0030529~intracellular ribonucleoprotein complex
XM_011436523	GO:0030991~intraciliary transport particle A
XM_011436985	GO:0016021~integral component of membrane
XR_901040	GO:0016021~integral component of membrane
XR_901040	GO:0005789~endoplasmic reticulum membrane
XM_011437333	GO:0016021~integral component of membrane
XM_011437334	GO:0016021~integral component of membrane
XM_011437454	GO:0016021~integral component of membrane
XM_011437630	GO:0016021~integral component of membrane
XM_011437653	GO:0016021~integral component of membrane
EU152921	GO:0005901~caveola
NM_001305334	GO:0005764~lysosome
XM_011438220	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011438244	GO:0005622~intracellular
XM_011438653	GO:0016021~integral component of membrane
XM_011438662	GO:0030136~clathrin-coated vesicle
XM_011439038	GO:0005840~ribosome
XM_011439915	GO:0008076~voltage-gated potassium channel complex
XM_011440551	GO:0005737~cytoplasm
XM_011440242	GO:0016021~integral component of membrane
XM_011438753	GO:0016021~integral component of membrane
XM_011438773	GO:0005737~cytoplasm
XM_011439154	GO:0016021~integral component of membrane
XM_011439211	GO:0016021~integral component of membrane
XM_011439341	GO:0005581~collagen trimer
XM_011439437	GO:0005673~transcription factor TFIIE complex
XM_011439438	GO:0005673~transcription factor TFIIE complex
XM_011439496	GO:0005783~endoplasmic reticulum
XM_011439644	GO:0005634~nucleus
XM_011439819	GO:0016021~integral component of membrane
XM_011440197	GO:0005737~cytoplasm
XM_011440245	GO:0031012~extracellular matrix
XM_011440258	GO:0005634~nucleus
XM_011440928	GO:0016021~integral component of membrane
XM_011441114	GO:0016021~integral component of membrane
XM_011441256	GO:0033290~eukaryotic 48S preinitiation complex
XM_011441804	GO:0005622~intracellular
XM_011441931	GO:0016020~membrane
XM_011442023	GO:0005622~intracellular
XM_011442465	GO:0016459~myosin complex
XM_011442617	GO:0005840~ribosome
XM_011442783	GO:0005737~cytoplasm
XM_011442943	GO:0005737~cytoplasm
XM_011443509	GO:0005921~gap junction
XM_011443508	GO:0005921~gap junction
XM_011443582	GO:0005764~lysosome
XM_011440486	GO:0016021~integral component of membrane
XM_011440497	GO:0045202~synapse
XM_011440497	GO:0016021~integral component of membrane
XM_011440667	GO:0005622~intracellular
XM_011440693	GO:0030119~AP-type membrane coat adaptor complex
XM_011440893	GO:0016021~integral component of membrane
XM_011441100	GO:0016020~membrane
XM_011441177	GO:0016021~integral component of membrane
XM_011441192	GO:0005856~cytoskeleton
XM_011441353	GO:0005921~gap junction
XM_011441387	GO:0016021~integral component of membrane
XM_011441490	GO:0005783~endoplasmic reticulum
AF075693	GO:0015629~actin cytoskeleton
XM_011441796	GO:0005622~intracellular
XM_011441965	GO:0016021~integral component of membrane
XM_011442087	GO:0005811~lipid particle
XM_011442102	GO:0016021~integral component of membrane
XM_011442251	GO:0016021~integral component of membrane
XM_011442275	GO:0005622~intracellular
NM_001305316	GO:0016021~integral component of membrane
XM_011443215	GO:0016021~integral component of membrane
XM_011443222	GO:0005634~nucleus
XM_011443512	GO:0016021~integral component of membrane
XM_011443537	GO:0005634~nucleus
XM_011443602	GO:0005886~plasma membrane
XM_011443603	GO:0005886~plasma membrane
XM_011443727	GO:0016021~integral component of membrane
XM_011443995	GO:0016021~integral component of membrane
XM_011443997	GO:0016021~integral component of membrane
XM_011444430	GO:0005840~ribosome
XM_011444074	GO:0005739~mitochondrion
XM_011444307	GO:0016021~integral component of membrane
XM_011444363	GO:0005634~nucleus
XM_011444473	GO:0016021~integral component of membrane
XM_011444584	GO:0016021~integral component of membrane
XM_011444609	GO:0005741~mitochondrial outer membrane
XM_011444667	GO:0016021~integral component of membrane
XM_011444790	GO:0031514~motile cilium
XM_011444789	GO:0031514~motile cilium
XM_011444812	GO:0005634~nucleus
XM_011444816	GO:0016021~integral component of membrane
XM_011444820	GO:0005634~nucleus
XM_011444835	GO:0042555~MCM complex
XM_011444835	GO:0005634~nucleus
XM_011445069	GO:0016021~integral component of membrane
XM_011445097	GO:0016021~integral component of membrane
XM_011445095	GO:0016021~integral component of membrane
XM_011445297	GO:0005622~intracellular
XM_011446470	GO:0005622~intracellular
FJ669293	GO:0005856~cytoskeleton
FJ669287	GO:0005856~cytoskeleton
XM_011447682	GO:0016592~mediator complex
XM_011447930	GO:0005622~intracellular
XM_011447929	GO:0005622~intracellular
AJ561117	GO:0005840~ribosome
XM_011448070	GO:0005622~intracellular
XM_011448136	GO:0005576~extracellular region
XM_011445269	GO:0005882~intermediate filament
XM_011445281	GO:0005829~cytosol
XM_011445625	GO:0005581~collagen trimer
XM_011445662	GO:0016021~integral component of membrane
AB290410	GO:0016021~integral component of membrane
XM_011445986	GO:0016021~integral component of membrane
XM_011445982	GO:0016021~integral component of membrane
XM_011445983	GO:0016021~integral component of membrane
XM_011445985	GO:0016021~integral component of membrane
XM_011446313	GO:0016021~integral component of membrane
XM_011446439	GO:0016021~integral component of membrane
XM_011446431	GO:0016021~integral component of membrane
XM_011446442	GO:0016021~integral component of membrane
AM236465	GO:0005634~nucleus
XM_011446482	GO:0005634~nucleus
XM_011446511	GO:0005634~nucleus
FJ669291	GO:0005737~cytoplasm
FJ669288	GO:0005737~cytoplasm
AF026063	GO:0005737~cytoplasm
XM_011446710	GO:0015935~small ribosomal subunit
NM_001305343	GO:0015935~small ribosomal subunit
XM_011446811	GO:0005960~glycine cleavage complex
XM_011446826	GO:0016021~integral component of membrane
XM_011446942	GO:0016021~integral component of membrane
XM_011447003	GO:0016021~integral component of membrane
XM_011447254	GO:0016021~integral component of membrane
XM_011447554	GO:0005634~nucleus
XM_011447677	GO:0000139~Golgi membrane
XM_011447734	GO:0005622~intracellular
XM_011447780	GO:0016021~integral component of membrane
XM_011447799	GO:0016021~integral component of membrane
XM_011447794	GO:0016021~integral component of membrane
XM_011447793	GO:0016021~integral component of membrane
XM_011447903	GO:0005634~nucleus
XM_011447913	GO:0005622~intracellular
XM_011448368	GO:0016021~integral component of membrane
XM_011448449	GO:0016021~integral component of membrane
XM_011448813	GO:0005622~intracellular
FJ347746	GO:0005737~cytoplasm
FJ347735	GO:0005737~cytoplasm
FJ347723	GO:0005737~cytoplasm
FJ347721	GO:0005737~cytoplasm
FJ347740	GO:0005737~cytoplasm
FJ347745	GO:0005737~cytoplasm
FJ347737	GO:0005737~cytoplasm
AF288678	GO:0005737~cytoplasm
JQ030888	GO:0005840~ribosome
XM_011449340	GO:0005840~ribosome
XM_011448746	GO:0016021~integral component of membrane
XM_011448802	GO:0000439~core TFIIH complex
XR_902449	GO:0016021~integral component of membrane
XM_011448855	GO:0016021~integral component of membrane
XM_011448967	GO:0016021~integral component of membrane
XM_011449159	GO:0005634~nucleus
XM_011449162	GO:0000445~THO complex part of transcription export complex
XM_011449306	GO:0016021~integral component of membrane
XM_011449498	GO:0016021~integral component of membrane
XM_011449532	GO:0005622~intracellular
EU152941	GO:0005840~ribosome
XM_011451562	GO:0005622~intracellular
XM_011451893	GO:0016020~membrane
XM_011451892	GO:0016020~membrane
XM_011452032	GO:0045211~postsynaptic membrane
XM_011452440	GO:0005840~ribosome
XM_011449974	GO:0016021~integral component of membrane
XM_011450020	GO:0005581~collagen trimer
XM_011450217	GO:0005623~cell
XM_011450368	GO:0016021~integral component of membrane
XM_011450376	GO:0016021~integral component of membrane
XM_011450540	GO:0030529~intracellular ribonucleoprotein complex
XM_011450669	GO:0005622~intracellular
XM_011451234	GO:0016021~integral component of membrane
XM_011451242	GO:0005694~chromosome
XM_011451322	GO:0016021~integral component of membrane
XM_011451443	GO:0016020~membrane
XM_011451727	GO:0005622~intracellular
XM_011452015	GO:0016021~integral component of membrane
XM_011452034	GO:0030054~cell junction
XM_011452150	GO:0016021~integral component of membrane
XM_011452175	GO:0005622~intracellular
XM_011452280	GO:0005622~intracellular
XM_011452439	GO:0016021~integral component of membrane
XM_011452551	GO:0016021~integral component of membrane
XM_011452561	GO:0016021~integral component of membrane
XM_011452595	GO:0005634~nucleus
XM_011452685	GO:0005737~cytoplasm
XM_011452692	GO:0016021~integral component of membrane
XM_011452703	GO:0016021~integral component of membrane
XM_011452856	GO:0005622~intracellular
XM_011452936	GO:0016021~integral component of membrane
XM_011453119	GO:0016021~integral component of membrane
XM_011453348	GO:0016021~integral component of membrane
XM_011453381	GO:0005737~cytoplasm
XM_011453650	GO:0005622~intracellular
XM_011453436	GO:0005622~intracellular
XM_011453454	GO:0016021~integral component of membrane
XM_011453612	GO:0030529~intracellular ribonucleoprotein complex
XM_011453730	GO:0016021~integral component of membrane
XM_011453731	GO:0016021~integral component of membrane
XM_011453979	GO:0016021~integral component of membrane
XM_011454070	GO:0005737~cytoplasm
XM_011454115	GO:0016021~integral component of membrane
XM_011454141	GO:0016021~integral component of membrane
XM_011454970	GO:0005737~cytoplasm
XM_011455605	GO:0005576~extracellular region
XM_011456097	GO:0005622~intracellular
XM_011456568	GO:0005622~intracellular
XM_011456569	GO:0005622~intracellular
XM_011456632	GO:0005622~intracellular
XM_011456767	GO:0005622~intracellular
XM_011456773	GO:0005622~intracellular
XM_011456796	GO:0005737~cytoplasm
XM_011456797	GO:0005737~cytoplasm
XM_011454428	GO:0016021~integral component of membrane
XM_011454629	GO:0030532~small nuclear ribonucleoprotein complex
XM_011454853	GO:0016021~integral component of membrane
XM_011455042	GO:0016021~integral component of membrane
AJ564624	GO:0016021~integral component of membrane
XM_011455430	GO:0005737~cytoplasm
XM_011455532	GO:0005739~mitochondrion
XM_011456456	GO:0005634~nucleus
XM_011455597	GO:0005737~cytoplasm
XM_011455598	GO:0005737~cytoplasm
XM_011455591	GO:0005737~cytoplasm
XM_011455872	GO:0016021~integral component of membrane
XM_011455898	GO:0005634~nucleus
XM_011455942	GO:0005634~nucleus
XM_011456006	GO:0005634~nucleus
XM_011456018	GO:0016021~integral component of membrane
XM_011456015	GO:0005886~plasma membrane
XM_011456083	GO:0016021~integral component of membrane
XM_011456096	GO:0016021~integral component of membrane
XM_011456100	GO:0005634~nucleus
XM_011456100	GO:0000786~nucleosome
XM_011456113	GO:0016021~integral component of membrane
XM_011456227	GO:0016021~integral component of membrane
XM_011456312	GO:0016021~integral component of membrane
XR_903397	GO:0016021~integral component of membrane
XM_011456684	GO:0016021~integral component of membrane
XM_011456690	GO:0016021~integral component of membrane
XM_011456868	GO:0005789~endoplasmic reticulum membrane
XM_011456956	GO:0016021~integral component of membrane
XM_011456954	GO:0016021~integral component of membrane
XM_011457159	GO:0016021~integral component of membrane
XM_011457161	GO:0016021~integral component of membrane
XM_011457194	GO:0016021~integral component of membrane
XM_011457200	GO:0016021~integral component of membrane
XM_011457272	GO:0005634~nucleus
XM_011457360	GO:0005634~nucleus
XM_011457773	GO:0005634~nucleus
EU152936	GO:0015935~small ribosomal subunit
XM_011457860	GO:0016021~integral component of membrane
XM_011457920	GO:0016021~integral component of membrane
XM_011457943	GO:0016021~integral component of membrane
XM_011457940	GO:0016021~integral component of membrane
XM_011457945	GO:0016021~integral component of membrane
XM_011457956	GO:0016021~integral component of membrane
XM_011458104	GO:0017053~transcriptional repressor complex
XM_011458187	GO:0005886~plasma membrane
XM_011458765	GO:0005622~intracellular
XM_011458909	GO:0005622~intracellular
XM_011458601	GO:0005892~acetylcholine-gated channel complex
XM_011458674	GO:0016021~integral component of membrane
XM_011458874	GO:0016021~integral component of membrane
XM_011428201	GO:0019008~molybdopterin synthase complex
XM_011428201	GO:0005829~cytosol
XM_011413601	GO:0005622~intracellular
XM_011413846	GO:0005622~intracellular
XM_011413958	GO:0016021~integral component of membrane
XM_011414082	GO:0005737~cytoplasm
XM_011414118	GO:0005964~phosphorylase kinase complex
XM_011414116	GO:0005964~phosphorylase kinase complex
XM_011414387	GO:0005622~intracellular
XM_011415947	GO:0005737~cytoplasm
XM_011414514	GO:0005623~cell
XM_011414515	GO:0016021~integral component of membrane
XM_011414680	GO:0016021~integral component of membrane
XM_011414682	GO:0016021~integral component of membrane
XM_011414688	GO:0005885~Arp2/3 protein complex
XM_011414716	GO:0016021~integral component of membrane
XM_011414724	GO:0016021~integral component of membrane
XM_011414785	GO:0016021~integral component of membrane
XM_011414984	GO:0005622~intracellular
XM_011415103	GO:0016021~integral component of membrane
XM_011415299	GO:0005622~intracellular
XM_011415313	GO:0008076~voltage-gated potassium channel complex
XM_011415396	GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain
XM_011415653	GO:0005622~intracellular
XM_011415648	GO:0005622~intracellular
XM_011415732	GO:0016021~integral component of membrane
XM_011415895	GO:0016020~membrane
XM_011415749	GO:0016021~integral component of membrane
XM_011415768	GO:0005840~ribosome
XM_011415811	GO:0016021~integral component of membrane
XM_011415842	GO:0016021~integral component of membrane
XM_011415951	GO:0016021~integral component of membrane
XM_011415978	GO:0005737~cytoplasm
XM_011416143	GO:0005634~nucleus
XM_011417568	GO:0005622~intracellular
XM_011417947	GO:0005622~intracellular
NM_001319969	GO:0005622~intracellular
XM_011418355	GO:0005634~nucleus
XM_011416242	GO:0005634~nucleus
XM_011416268	GO:0016021~integral component of membrane
XM_011416877	GO:0005840~ribosome
XM_011416447	GO:0005634~nucleus
XM_011416536	GO:0016021~integral component of membrane
XM_011416560	GO:0005840~ribosome
XM_011416582	GO:0005634~nucleus
XM_011416761	GO:0016021~integral component of membrane
XM_011416843	GO:0005737~cytoplasm
XM_011416852	GO:0031515~tRNA (m1A) methyltransferase complex
XM_011416908	GO:0016021~integral component of membrane
XM_011417129	GO:0005758~mitochondrial intermembrane space
XM_011417577	GO:0016514~SWI/SNF complex
XM_011417423	GO:0016514~SWI/SNF complex
NM_001308898	GO:0005634~nucleus
XM_011417420	GO:0005576~extracellular region
XM_011417644	GO:0005634~nucleus
XM_011417773	GO:0016021~integral component of membrane
XM_011417844	GO:0016020~membrane
XM_011417875	GO:0016593~Cdc73/Paf1 complex
XM_011417925	GO:0016021~integral component of membrane
XM_011418117	GO:0016020~membrane
XM_011418120	GO:0016020~membrane
XM_011418246	GO:0016021~integral component of membrane
XM_011418338	GO:0005634~nucleus
XM_011418341	GO:0005634~nucleus
XM_011418348	GO:0005634~nucleus
XM_011418350	GO:0000786~nucleosome
XM_011418352	GO:0000786~nucleosome
XM_011418354	GO:0000786~nucleosome
XM_011418850	GO:0005622~intracellular
XM_011420223	GO:0005622~intracellular
XM_011420331	GO:0005622~intracellular
XM_011420664	GO:0005654~nucleoplasm
XM_011421159	GO:0005737~cytoplasm
XM_011421158	GO:0005737~cytoplasm
XM_011421160	GO:0005737~cytoplasm
XM_011418360	GO:0000786~nucleosome
XM_011418361	GO:0000786~nucleosome
XM_011418523	GO:0016021~integral component of membrane
XM_011418646	GO:0016021~integral component of membrane
XM_011418703	GO:0032783~ELL-EAF complex
XM_011418763	GO:0016021~integral component of membrane
XM_011419727	GO:0005622~intracellular
XM_011418774	GO:0016021~integral component of membrane
XM_011418885	GO:0016021~integral component of membrane
XM_011419111	GO:0005622~intracellular
XM_011419131	GO:0016021~integral component of membrane
XM_011419299	GO:0005622~intracellular
XM_011419359	GO:0016021~integral component of membrane
XM_011419365	GO:0005581~collagen trimer
XM_011419379	GO:0005789~endoplasmic reticulum membrane
XM_011419380	GO:0016021~integral component of membrane
XM_011419479	GO:0016021~integral component of membrane
XM_011420952	GO:0016021~integral component of membrane
XM_011421052	GO:0016021~integral component of membrane
XM_011421133	GO:0016021~integral component of membrane
XM_011421141	GO:0016021~integral component of membrane
XM_011421158	GO:0005667~transcription factor complex
XM_011421231	GO:0016021~integral component of membrane
NM_001305380	GO:0016021~integral component of membrane
XM_011421257	GO:0005886~plasma membrane
XM_011422219	GO:0008076~voltage-gated potassium channel complex
XM_011421324	GO:0016021~integral component of membrane
XM_011421460	GO:0016021~integral component of membrane
XM_011421509	GO:0016021~integral component of membrane
XM_011421802	GO:0016021~integral component of membrane
XM_011422048	GO:0016021~integral component of membrane
XM_011422048	GO:0005743~mitochondrial inner membrane
FM253117	GO:0016021~integral component of membrane
XM_011422145	GO:0005840~ribosome
XM_011422153	GO:0016021~integral component of membrane
XM_011422333	GO:0016020~membrane
XM_011422737	GO:0005576~extracellular region
XM_011424876	GO:0005737~cytoplasm
XM_011424936	GO:0005622~intracellular
XM_011422531	GO:0016272~prefoldin complex
XM_011422627	GO:0016021~integral component of membrane
XM_011422636	GO:0005634~nucleus
XM_011422669	GO:0005840~ribosome
XM_011422676	GO:0016021~integral component of membrane
XM_011422814	GO:0005846~nuclear cap binding complex
XM_011422990	GO:0005634~nucleus
XM_011423161	GO:0005885~Arp2/3 protein complex
XM_011423460	GO:0016021~integral component of membrane
XM_011423498	GO:0016021~integral component of membrane
XM_011423556	GO:0016021~integral component of membrane
XM_011423578	GO:0030286~dynein complex
XM_011423580	GO:0030286~dynein complex
XM_011423657	GO:0032777~Piccolo NuA4 histone acetyltransferase complex
XM_011424038	GO:0016021~integral component of membrane
XM_011424157	GO:0005789~endoplasmic reticulum membrane
XM_011424487	GO:0016021~integral component of membrane
AB234293	GO:0016021~integral component of membrane
XM_011424753	GO:0019013~viral nucleocapsid
XM_011424836	GO:0016021~integral component of membrane
XM_011424989	GO:0016021~integral component of membrane
XM_011425161	GO:0001527~microfibril
XM_011425147	GO:0005901~caveola
XM_011425148	GO:0005901~caveola
XM_011425148	GO:0000139~Golgi membrane
XM_011425150	GO:0005901~caveola
XM_011425224	GO:0016020~membrane
XM_011425577	GO:0016021~integral component of membrane
XM_011425244	GO:0031307~integral component of mitochondrial outer membrane
AM286405	GO:0016021~integral component of membrane
XM_011425426	GO:0016021~integral component of membrane
XM_011425435	GO:0016021~integral component of membrane
XM_011425515	GO:0016021~integral component of membrane
XM_011426545	GO:0005622~intracellular
XM_011426551	GO:0005576~extracellular region
XM_011425576	GO:0016021~integral component of membrane
XM_011425924	GO:0005737~cytoplasm
XM_011425932	GO:0016021~integral component of membrane
XM_011426085	GO:0016021~integral component of membrane
XM_011426084	GO:0016021~integral component of membrane
XM_011426309	GO:0016021~integral component of membrane
XM_011426544	GO:0016020~membrane
XM_011426880	GO:0005840~ribosome
XM_011427418	GO:0005730~nucleolus
XM_011427992	GO:0016021~integral component of membrane
AJ544883	GO:0005576~extracellular region
XM_011428222	GO:0005840~ribosome
XM_011429371	GO:0016020~membrane
XM_011429622	GO:0019773~proteasome core complex, alpha-subunit complex
XM_011429712	GO:0016021~integral component of membrane
XM_011429814	GO:0005622~intracellular
XM_011426780	GO:0016021~integral component of membrane
XM_011426788	GO:0005681~spliceosomal complex
XM_011426940	GO:0016021~integral component of membrane
XM_011427083	GO:0016021~integral component of membrane
XM_011427082	GO:0016021~integral component of membrane
XM_011427398	GO:0072487~MSL complex
XM_011427432	GO:0005622~intracellular
XM_011427469	GO:0016021~integral component of membrane
XM_011427498	GO:0016021~integral component of membrane
XM_011427531	GO:0016021~integral component of membrane
XM_011427589	GO:0005634~nucleus
XM_011427740	GO:0016021~integral component of membrane
XM_011427999	GO:0005886~plasma membrane
XM_011427998	GO:0016021~integral component of membrane
XM_011428000	GO:0005634~nucleus
AY321299	GO:0005623~cell
XM_011428271	GO:0016021~integral component of membrane
XM_011428458	GO:0030027~lamellipodium
XM_011428681	GO:0016021~integral component of membrane
XM_011428852	GO:0005622~intracellular
AB516433	GO:0005634~nucleus
XM_011428978	GO:0016021~integral component of membrane
XM_011429371	GO:0005622~intracellular
XM_011429372	GO:0016020~membrane
XM_011429576	GO:0016021~integral component of membrane
XM_011429591	GO:0030132~clathrin coat of coated pit
XM_011429880	GO:0016021~integral component of membrane
XM_011429979	GO:0005634~nucleus
XM_011429985	GO:0005634~nucleus
XM_011429971	GO:0005634~nucleus
XM_011429992	GO:0005634~nucleus
XM_011430246	GO:0016282~eukaryotic 43S preinitiation complex
NM_001305373	GO:0005874~microtubule
XM_011430125	GO:0005930~axoneme
XM_011430230	GO:0005634~nucleus
XM_011430634	GO:1902560~GMP reductase complex
XM_011430960	GO:0005737~cytoplasm
XM_011431280	GO:0016021~integral component of membrane
XM_011431295	GO:0005891~voltage-gated calcium channel complex
XM_011431440	GO:0005576~extracellular region
XM_011431782	GO:0005887~integral component of plasma membrane
XM_011431806	GO:0016020~membrane
XM_011432097	GO:0016021~integral component of membrane
XM_011432095	GO:0016021~integral component of membrane
XM_011432231	GO:0005622~intracellular
XM_011431570	GO:0005929~cilium
XM_011431667	GO:0005789~endoplasmic reticulum membrane
AM904565	GO:0005886~plasma membrane
AM904567	GO:0016021~integral component of membrane
XM_011432076	GO:0005952~cAMP-dependent protein kinase complex
XM_011432094	GO:0016021~integral component of membrane
XM_011432208	GO:0016021~integral component of membrane
XM_011432207	GO:0016021~integral component of membrane
AJ971238	GO:0005576~extracellular region
XM_011433827	GO:0005576~extracellular region
XM_011434343	GO:0016021~integral component of membrane
XM_011435123	GO:0016021~integral component of membrane
XM_011435165	GO:0005622~intracellular
XM_011432372	GO:0016021~integral component of membrane
XM_011433044	GO:0030131~clathrin adaptor complex
XM_011433185	GO:0045202~synapse
XM_011433274	GO:0005634~nucleus
XM_011433290	GO:0016021~integral component of membrane
XM_011433511	GO:0000139~Golgi membrane
XM_011433512	GO:0000139~Golgi membrane
XM_011433962	GO:0005874~microtubule
XM_011434013	GO:0016021~integral component of membrane
XM_011434117	GO:0005634~nucleus
XM_011434209	GO:0005747~mitochondrial respiratory chain complex I
XM_011434433	GO:0030687~preribosome, large subunit precursor
XM_011434562	GO:0016021~integral component of membrane
XM_011434639	GO:0016021~integral component of membrane
XM_011434637	GO:0016021~integral component of membrane
XM_011434924	GO:0016021~integral component of membrane
XM_011434983	GO:0016021~integral component of membrane
XM_011434990	GO:0016021~integral component of membrane
XM_011435082	GO:0016021~integral component of membrane
XM_011435083	GO:0016021~integral component of membrane
XM_011435213	GO:0005604~basement membrane
XM_011435357	GO:0005634~nucleus
XM_011437612	GO:0005622~intracellular
XM_011435364	GO:0016021~integral component of membrane
XM_011435456	GO:0005743~mitochondrial inner membrane
XM_011435482	GO:0016021~integral component of membrane
XM_011435554	GO:0016021~integral component of membrane
XM_011435624	GO:0016021~integral component of membrane
XM_011435746	GO:0005622~intracellular
XM_011436119	GO:0005615~extracellular space
XM_011436196	GO:0005634~nucleus
XM_011436286	GO:0005634~nucleus
XM_011436415	GO:0019013~viral nucleocapsid
XM_011436418	GO:0005634~nucleus
XM_011436693	GO:0016021~integral component of membrane
XM_011436745	GO:0005634~nucleus
XM_011437049	GO:0005622~intracellular
XM_011437309	GO:0016021~integral component of membrane
XM_011437609	GO:0016021~integral component of membrane
XM_011437632	GO:0016021~integral component of membrane
XM_011437864	GO:0016021~integral component of membrane
XM_011437881	GO:0016021~integral component of membrane
XM_011437982	GO:0016021~integral component of membrane
XM_011437983	GO:0016592~mediator complex
XM_011438241	GO:0016021~integral component of membrane
XM_011438265	GO:0016021~integral component of membrane
XM_011438387	GO:0016021~integral component of membrane
XM_011438424	GO:0005634~nucleus
XM_011438662	GO:0005802~trans-Golgi network
XM_011440256	GO:0005622~intracellular
NM_001308851	GO:0005576~extracellular region
KJ531897	GO:0005576~extracellular region
XM_011439210	GO:0016021~integral component of membrane
XM_011439703	GO:0005634~nucleus
XM_011439784	GO:0016021~integral component of membrane
XM_011439786	GO:0016021~integral component of membrane
XM_011440115	GO:0005802~trans-Golgi network
XM_011440196	GO:0005737~cytoplasm
XM_011440460	GO:0005634~nucleus
XM_011440704	GO:0005622~intracellular
XM_011440759	GO:0005622~intracellular
XM_011441259	GO:0016021~integral component of membrane
XM_011441962	GO:0005622~intracellular
XM_011442024	GO:0005622~intracellular
XM_011442942	GO:0005737~cytoplasm
XM_011442943	GO:0005667~transcription factor complex
XM_011443225	GO:0005737~cytoplasm
XM_011443222	GO:0005737~cytoplasm
XM_011443315	GO:0005622~intracellular
XM_011443513	GO:0005921~gap junction
XM_011443906	GO:0005622~intracellular
XM_011440848	GO:0005665~DNA-directed RNA polymerase II, core complex
XM_011441351	GO:0016021~integral component of membrane
XM_011441411	GO:0005681~spliceosomal complex
XM_011441797	GO:0005622~intracellular
XM_011441995	GO:0016021~integral component of membrane
XM_011442017	GO:0016021~integral component of membrane
XM_011442477	GO:0016021~integral component of membrane
XM_011442570	GO:0016021~integral component of membrane
XM_011442715	GO:0005634~nucleus
XM_011442837	GO:0016021~integral component of membrane
